,Playlist Title,DJ ID,DJ Name,Date,Time,Artist,Song,Release,New,Local,Genre,Label,UPC,artistBB
50418,The Time Warp Kitchen,176418,DJ Double L,2024-02-23,10:25:47 PM,IDLES,Hall & Oates,TANGK,N,,Rock,MERLIN - Liberator Music / Partisan Records,9341004126787,0
50419,The Time Warp Kitchen,176418,DJ Double L,2024-02-23,10:28:06 PM,Screaming Females,Swallow The World,Clover,N,,Rock,MERLIN - Don Giovanni Records,0634457092037,0
50420,The Time Warp Kitchen,176418,DJ Double L,2024-02-23,10:32:10 PM,Limblifter,Tinfoil (2012 remaster),Limblifter (2012 Analog Remaster),,,Rock,MERLIN - We Are Busy Bodies,0724101964114,0
50421,The Time Warp Kitchen,176418,DJ Double L,2024-02-23,10:35:28 PM,Cocteau Twins,Heaven Or Las Vegas,Heaven Or Las Vegas (Remastered),,,Rock,4AD,0652637001921,0
50422,The Time Warp Kitchen,176418,DJ Double L,2024-02-23,10:40:21 PM,Cornershop,Brimful of Asha,When I Was Born For The 7th Time,,,,Wiiija,0614027106586,0
50423,The Time Warp Kitchen,176418,DJ Double L,2024-02-23,10:45:34 PM,The Topics,Your Love Comes Slower Than Never,Giving Up (Digitally Remastered),,,R&B/Soul,ORCHARD - Essential Media Group,0894231759727,0
50424,The Time Warp Kitchen,176418,DJ Double L,2024-02-23,10:48:43 PM,JW Francis,Orbit,Orbit,N,,Rock,Born Losers Records,,0
50425,The Time Warp Kitchen,176418,DJ Double L,2024-02-23,10:53:25 PM,Luko M,Yams,Fourth Hand,N,,Electronic,4678604 Records DK,0198083190920,0
50426,The Time Warp Kitchen,176418,DJ Double L,2024-02-23,10:56:02 PM,Omni,Exacto,Exacto,N,,Rock,Subpop Record Group,0098787908022,0
50427,The Time Warp Kitchen,176418,DJ Double L,2024-02-23,10:58:36 PM,Holly Humberstone,Dive,Dive,N,,Folk,Polydor Records,0602465139525,0
50428,The Time Warp Kitchen,176418,DJ Double L,2024-02-23,11:02:30 PM,Lucy Dacus,Hot & Heavy,Hot & Heavy,,,,Matador,0191401175159,0
50429,The Time Warp Kitchen,176418,DJ Double L,2024-02-23,11:07:53 PM,Pacific Radio,Katie,Kitchen Table - EP,,,Rock,Pacific Radio,0859719159161,0
50430,The Time Warp Kitchen,176418,DJ Double L,2024-02-23,11:11:09 PM,Motel Breakfast,Signs,Left on Deming,,,Rock,Motel Breakfast,0195541840090,0
50431,The Time Warp Kitchen,176418,DJ Double L,2024-02-23,11:14:12 PM,Born Ruffians,Cherry Wine,Birthmarks (Deluxe Edition),,,Rock,MERLIN - Yep Roc Records,0880893007238,0
50432,The Time Warp Kitchen,176418,DJ Double L,2024-02-23,11:17:51 PM,Hotel Fiction,Think Twice,Think Twice,,,Rock,We Bought a Zoo Records,0195598834677,0
50433,The Time Warp Kitchen,176418,DJ Double L,2024-02-23,11:23:06 PM,Fish in a Birdcage,Fish in a Birdcage,Fish in a Birdcage EP,,,,Fish in a Birdcage,0889211196555,0
50434,The Time Warp Kitchen,176418,DJ Double L,2024-02-23,11:26:02 PM,Ted Hawkins,Green Green Grass of Home,Love You Most of All: More Songs from Venice Beach,N,,Rock,Ted Hawkins Family,0198500133882,0
50435,The Time Warp Kitchen,176418,DJ Double L,2024-02-23,11:28:52 PM,Josiah and the Bonnevilles,Lithuania,Endurance (Deluxe),,,,MERLIN - Josiah and the Bonnevilles,0739919885810,0
50436,The Time Warp Kitchen,176418,DJ Double L,2024-02-23,11:32:13 PM,Micah Marcos,Trace,Trace,,,,Micah Marcos,0859731482186,0
50437,The Time Warp Kitchen,176418,DJ Double L,2024-02-23,11:35:58 PM,Seatbelts,Cats on Mars,COWBOY BEBOP Vitaminless,,,,ORCHARD - SUNRISE Music Label,0195081680514,0
50438,The Time Warp Kitchen,176418,DJ Double L,2024-02-23,11:38:38 PM,Matt Watson,Come Over,OUCH!,,,Rock,MERLIN - Too Lost,0195542092399,0
50439,The Time Warp Kitchen,176418,DJ Double L,2024-02-23,11:41:45 PM,SEATBELTS,Piano Black,COWBOY BEBOP (Original Motion Picture Soundtrack),,,,ORCHARD - SUNRISE Music Label,0195081633657,0
50440,The Time Warp Kitchen,176418,DJ Double L,2024-02-23,11:44:28 PM,Dan Luke and the Raid,Exoskeleton,Exoskeleton,,,Rock,MERLIN - New West Records,0607396644735,0
50441,The Time Warp Kitchen,176418,DJ Double L,2024-02-23,11:47:11 PM,Wes Montgomery,Polka Dots and Moonbeams,The Jazz Collection,,,Jazz,Marmot Music,5055731804972,0
50442,The Time Warp Kitchen,176418,DJ Double L,2024-02-23,11:51:49 PM,The Backseat Lovers,Kilby Girl,When We Were Friends,,,Rock,The Backseat Lovers,0193428577343,0
50443,The Time Warp Kitchen,176418,DJ Double L,2024-02-23,11:58:45 PM,The Leatherbound Books,M.A.D.,M.A.D.,,,,LBB,0872132774148,0
50444,Noise by People,176440,Babytooth,2024-02-24,12:01:15 AM,Darian Stavans,Ballad,Jazzy´Blue,,,,Gamma Music,3614975638686,0
50445,Noise by People,176440,Babytooth,2024-02-24,12:03:54 AM,Isaac Birituro & The Rail Abandon,Sivukile,Small Small,,,,Wah Wah 45s,5050580788480,0
50446,Noise by People,176440,Babytooth,2024-02-24,12:07:05 AM,MGMT,Mother Nature,Mother Nature,,,,Mom+Pop,0810090094137,1
50447,Noise by People,176440,Babytooth,2024-02-24,12:10:58 AM,Ebi Soda,Please Don't,Please Don't,,,,MERLIN - Tru Thoughts,5060609666118,0
50448,Noise by People,176440,Babytooth,2024-02-24,12:13:59 AM,Cozy Throne,Circle the Drain,Circle the Drain,,,Rock,DISTROKID,0197631471528,0
50449,Noise by People,176440,Babytooth,2024-02-24,12:19:31 AM,Julia Nunes,No Sudden Moves,No Sudden Moves,,,,Rude Butler Records,0193872343570,0
50450,Noise by People,176440,Babytooth,2024-02-24,12:22:49 AM,Chancha Via Circuito,Cometa,Cometa,,,,MERLIN - WONDERWHEEL RECORDINGS,0674276555542,0
50451,Noise by People,176440,Babytooth,2024-02-24,12:27:43 AM,Hannah Jadagu,Lose,Lose,,,,Subpop Record Group,0098787154467,0
50452,Noise by People,176440,Babytooth,2024-02-24,12:36:01 AM,National Health,The Collapso,Of Queues and Cures,,,,Charly,8718011589927,0
50453,Noise by People,176440,Babytooth,2024-02-24,12:42:16 AM,Sudan Archives,Selfish Soul,Selfish Soul,,,R&B/Soul,Stones Throw Records,0659457321536,0
50454,Noise by People,176440,Babytooth,2024-02-24,12:44:36 AM,TOKiMONSTA,Eats The Tale (Edit),Eats The Tale,,,,Young Art Records,0196922559105,0
50455,Noise by People,176440,Babytooth,2024-02-24,12:47:41 AM,Kiwi jr.,Unspeakable Things,Unspeakable Things,,,,WMG - Subpop Record Group,0098787150063,0
50456,Noise by People,176440,Babytooth,2024-02-24,12:51:07 AM,Eastern Mountain Time,Can You Hear it Now?,More Buses & Trains,,,Country,Eastern Mountain Time,7321170628850,0
50457,Noise by People,176440,Babytooth,2024-02-24,12:54:14 AM,Cowboy Junkies,Hard to Build. Easy to Break,Such Ferocious Beauty,,,Rock,Latent Recordings,0628055661832,0
50458,Noise by People,176440,Babytooth,2024-02-24,12:58:30 AM,Echo Conscious,1997,Emotional Patterns,,,Electronic,Harmonious Discord,0853566497452,0
50459,Noise by People,176440,Babytooth,2024-02-24,1:02:58 AM,Ben Harper,Love After Love,Love After Love,,,,Chrysalis Records,0810098505871,0
50460,Noise by People,176440,Babytooth,2024-02-24,1:05:27 AM,Bria,Where Have All The Cowboys Gone?,Where Have All the Cowboys Gone?,,,,Subpop Record Group,0098787905946,0
50461,Noise by People,176440,Babytooth,2024-02-24,1:09:45 AM,Thee Sacred Souls,Future Lover,Thee Sacred Souls,,,R&B/Soul,MERLIN - Penrose / Daptone Records,0634457100541,0
50462,Noise by People,176440,Babytooth,2024-02-24,1:13:13 AM,FORBIDDEN FRUIT,Good Street,Late Night Strut EP,,,Electronic,WeZienWel Records,0195334845615,0
50463,Noise by People,176440,Babytooth,2024-02-24,1:17:54 AM,Mike Allen,One-Up-Man-Ship,To a Star,,,Jazz,ORCHARD - Cellar Live,0197187826360,0
50464,Noise by People,176440,Babytooth,2024-02-24,1:24:03 AM,George FitzGerald,Mother,Mother,,,Electronic,MERLIN - Double Six Records,0887832017464,0
50465,Noise by People,176440,Babytooth,2024-02-24,1:27:41 AM,Slowe,Inertia,Where The Mind Wanders,,,,BELIEVE - Tru Thoughts,5060609666231,0
50466,Noise by People,176440,Babytooth,2024-02-24,1:29:42 AM,Han Bennink,Hangover Triangle,Change Of Season,,,Jazz,Soul Note,8024709070821,0
50467,Noise by People,176440,Babytooth,2024-02-24,1:33:31 AM,Ethan Iverson,It’s Fine to Decline,Technically Acceptable,,,,Blue Note Records,,0
50468,Noise by People,176440,Babytooth,2024-02-24,1:36:27 AM,strongboi,fool around,fool around,,,,strongboi,5059449065564,0
50469,Noise by People,176440,Babytooth,2024-02-24,1:41:09 AM,Nicola Conte,Umoja Unity,Umoja,,,,BELIEVE - Far Out Recordings,3617220528039,0
50470,Noise by People,176440,Babytooth,2024-02-24,1:48:02 AM,José James,38th & Chicago,38th & Chicago,,,R&B/Soul,Rainbow Blonde Records,0850011359600,0
50471,Noise by People,176440,Babytooth,2024-02-24,1:53:32 AM,Francesco Crosara,Sarava,Circular Motion,,,Jazz,ORCHARD - OA2 Records,0805552222227,0
50472,Noise by People,176440,Babytooth,2024-02-24,1:58:26 AM,tetreault,Cumulo (Requiem),Fractals (Requiem),,,,2714756 Records DK,0195938317747,0
50473,Noise by People,176440,Babytooth,2024-02-24,2:00:51 AM,Majoredm,Wings,Wings,,,Electronic,2508373 Records DK,0196051155643,0
50474,Noise by People,176440,Babytooth,2024-02-24,2:01:06 AM,Buck Clayton,Way Down Yonder In New Orleans,The Very Best Of,,,Jazz,Infinite Fire,0884385804299,0
50475,Noise by People,176440,Babytooth,2024-02-24,2:04:00 AM,Lagartijeando,Adios Potosi,Jallalla,,,Electronic,Wonderwheel Recordings,0192641298226,0
50476,Noise by People,176440,Babytooth,2024-02-24,2:08:22 AM,Community Breakfast,Novocaine,The Landscape Is the Only Thing That Never Changes,,,,Community Sound,0198087830761,0
50477,Noise by People,176440,Babytooth,2024-02-24,2:12:13 AM,Nick Waterhouse,(No) Commitment,(No) Commitment,,,R&B/Soul,MERLIN - Innovative Leisure,0810874026163,0
50478,Noise by People,176440,Babytooth,2024-02-24,2:15:37 AM,Danielle Ponder,Roll The Credits,Roll The Credits,,,R&B/Soul,Future Classic,0196922425028,0
50479,Noise by People,176440,Babytooth,2024-02-24,2:19:47 AM,James Clay,Minor Meeting,James Clay: The Kid from Dallas. Tenorman,,,Jazz,Fresh Sound Records,8427328608534,0
50480,Noise by People,176440,Babytooth,2024-02-24,2:24:20 AM,Emilíana Torrini,Mikos,Mikos,,,,Bella Union,5400863096304,0
50481,Noise by People,176440,Babytooth,2024-02-24,2:27:40 AM,Rubblebucket,Geometry,Geometry,,,Rock,Grand Jury Music,0196925377904,0
50482,Noise by People,176440,Babytooth,2024-02-24,2:31:36 AM,Chancha Via Circuito,Ese peso,La Estrella,,,,MERLIN - WONDERWHEEL RECORDINGS,0674276555542,0
50483,Noise by People,176440,Babytooth,2024-02-24,2:35:20 AM,Sonny Rollins Trio,St Thomas,St Thomas (Live In Stockholm 1959),,,Jazz,MERLIN - Dragon Records,7391953002290,0
50484,Noise by People,176440,Babytooth,2024-02-24,2:43:02 AM,Arlo Parks,Devotion - Acoustic,My Soft Machine (Deluxe),,,,Transgressive,5400863151867,0
50485,Noise by People,176440,Babytooth,2024-02-24,2:45:45 AM,Bombay Bicycle Club,Tekken 2 (feat. Chaka Khan),Tekken 2 (feat. Chaka Khan),,,Rock,ORCHARD - Mmm…Records Ltd,0197189069376,0
50486,Noise by People,176440,Babytooth,2024-02-24,2:49:35 AM,Jungle,Candle Flame,Candle Flame,,,Electronic,Caiola Records,0197188308315,0
50487,Noise by People,176440,Babytooth,2024-02-24,2:52:22 AM,Suki Waterhouse,Every Day's A Lesson In Humility,Every Day's A Lesson In Humility,,,,Subpop Record Group,0098787159288,0
50488,Noise by People,176440,Babytooth,2024-02-24,2:56:01 AM,Francesco Crosara,Julia's Tango,Circular Motion,,,Jazz,ORCHARD - OA2 Records,0805552222227,0
50489,"WRUV 2/24/24, 3:04 AM",64581,Program Director,2024-02-24,3:04:01 AM,Dubmatix,Soul Ska (Instrumental),"The Ska Sessions, Vol. 1",,,Reggae,Renegade Studio,0198025865541,0
50490,"WRUV 2/24/24, 3:04 AM",64581,Program Director,2024-02-24,3:06:46 AM,Two Door Cinema Club,Wonderful Life - Edit,Wonderful Life (Live & Smiling From Finsbury Park),,,,Lower Third,5400863087920,0
50491,"WRUV 2/24/24, 3:04 AM",64581,Program Director,2024-02-24,3:09:49 AM,Harold López-Nussa,Afro en Toulouse,Timba a la Americana,,,Jazz,Blue Note Records,0602448875211,0
50492,"WRUV 2/24/24, 3:04 AM",64581,Program Director,2024-02-24,3:15:18 AM,All Night Boogie Band,On The Road,Angel of the Airwaves,,,,All Night Boogie Band,0198025700521,0
50493,"WRUV 2/24/24, 3:04 AM",64581,Program Director,2024-02-24,3:18:12 AM,Ruben Caban,Chovendo Una Roseira,Kangana,,,,Ruben Caban,0198026960719,0
50494,"WRUV 2/24/24, 3:04 AM",64581,Program Director,2024-02-24,3:25:18 AM,Echo Conscious,Space Squirrel,Emotional Patterns,,,Electronic,Harmonious Discord,0853566497452,0
50495,"WRUV 2/24/24, 3:04 AM",64581,Program Director,2024-02-24,3:28:20 AM,Harold Mabern,Dahomey Dance,Mabern Plays Coltrane,,,Jazz,ORCHARD - Smoke Sessions,0196292485837,0
50496,"WRUV 2/24/24, 3:04 AM",64581,Program Director,2024-02-24,3:35:31 AM,Sonmi451,Outer Shell,Nachtmuziek,,,,MERLIN - Astral Industries,8718723120159,0
50497,"WRUV 2/24/24, 3:04 AM",64581,Program Director,2024-02-24,3:42:14 AM,Franck Biyong,Hyodot,Kunde,,,,BELIEVE - Akhetaton Records,3617051754041,0
50498,"WRUV 2/24/24, 3:04 AM",64581,Program Director,2024-02-24,3:45:03 AM,The Nightcrawlers,Free At Last,Get Ready,,,Jazz,ORCHARD - Cellar Live,0197187595068,0
50499,"WRUV 2/24/24, 3:04 AM",64581,Program Director,2024-02-24,3:50:36 AM,Vince Clarke,The Lamentations of Jeremiah,The Lamentations of Jeremiah,,,Electronic,Mute (Artist Intelligence),5400863144593,0
50500,"WRUV 2/24/24, 3:04 AM",64581,Program Director,2024-02-24,3:55:02 AM,Bad Manners,Can Can,Gosh It's...,,,,Now! Music,0196589358943,0
50501,"WRUV 2/24/24, 3:04 AM",64581,Program Director,2024-02-24,3:57:30 AM,TEKE::TEKE,Doppelganger,Doppelganger,,,Rock,MERLIN - Kill Rock Stars,0759656074605,0
50502,"WRUV 2/24/24, 4:02 AM",64581,Program Director,2024-02-24,4:02:10 AM,Rahill,Fables,Fables,,,,Big Dada,5054429174588,0
50503,"WRUV 2/24/24, 4:02 AM",64581,Program Director,2024-02-24,4:05:37 AM,EVM128,Gamma Riddim - Alex Phountzi Remix,Gamma Riddim Remixes,,,,CoOp Presents,5050580812895,0
50504,"WRUV 2/24/24, 4:02 AM",64581,Program Director,2024-02-24,4:14:14 AM,Yuna,Make A Move,Y2,,,R&B,Independent,7316470504591,0
50505,"WRUV 2/24/24, 4:02 AM",64581,Program Director,2024-02-24,4:17:25 AM,Alexis Pastuhov,Reverse Psychology,New Mirror,,,Rock,Alexis Pastuhov,0198025411755,0
50506,"WRUV 2/24/24, 4:02 AM",64581,Program Director,2024-02-24,4:21:46 AM,Stephen Marley,Old Soul,Old Soul,,,Reggae,UMG - UMe Direct 2,00602455629395,0
50507,"WRUV 2/24/24, 4:02 AM",64581,Program Director,2024-02-24,4:25:04 AM,Jeff Coffin,Vinnie the Crow,Between Dreaming and Joy,,,Jazz,Ear Up Records,0658580496043,0
50508,"WRUV 2/24/24, 4:02 AM",64581,Program Director,2024-02-24,4:29:22 AM,Pachyman,Switched-On,Switched-On,,,Reggae,ATO Records,0880882588151,0
50509,"WRUV 2/24/24, 4:02 AM",64581,Program Director,2024-02-24,4:32:55 AM,Harold López-Nussa,Mal Du Pays,Mal Du Pays,,,Jazz,UMG - Blue Note Records,00602455467058,0
50510,"WRUV 2/24/24, 4:02 AM",64581,Program Director,2024-02-24,4:37:41 AM,Oscar Jerome,(Why You So) Green With Envy,(Why You So) Green With Envy,,,Jazz,UMG - Decca (UMO),0602445982028,0
50511,"WRUV 2/24/24, 4:02 AM",64581,Program Director,2024-02-24,4:42:31 AM,Cat Power,She Belongs To Me - Live at the Royal Albert Hall,She Belongs To Me / Ballad Of A Thin Man,,,Folk,MERLIN - Domino Recording Co,0887829138561,0
50512,"WRUV 2/24/24, 4:02 AM",64581,Program Director,2024-02-24,4:47:18 AM,Donald Vega,Isabel: The Enchanting Nature of You,As I Travel,,,Jazz,MERLIN - Tiger Turn,0634164019204,0
50513,"WRUV 2/24/24, 4:02 AM",64581,Program Director,2024-02-24,4:53:13 AM,Kolonien,Farfars Jord,Farfars Jord,,,,Cumbancha + Supertraditional,8720623928209,0
50514,"WRUV 2/24/24, 4:02 AM",64581,Program Director,2024-02-24,4:57:01 AM,Chancha Via Circuito,Dandeleon,La Estrella,,,,MERLIN - WONDERWHEEL RECORDINGS,0674276555542,0
50515,"WRUV 2/24/24, 4:02 AM",64581,Program Director,2024-02-24,4:58:11 AM,Charles Kreamer,Pump It!,Rock it!,,,,Various Artists,0885767691421,0
50516,"WRUV 2/24/24, 5:01 AM",64581,Program Director,2024-02-24,5:01:38 AM,Total Refreshment Centre,Eloquence,Eloquence,,,Jazz,UMG - Total Refreshment Centre/Blue Note Records,00602448650627,0
50517,"WRUV 2/24/24, 5:01 AM",64581,Program Director,2024-02-24,5:05:22 AM,Bebel Gilberto,É Preciso Perdoar,É Preciso Perdoar,,,,[PIAS],5400863130169,0
50518,"WRUV 2/24/24, 5:01 AM",64581,Program Director,2024-02-24,5:09:28 AM,Joe Chambers,Dance Kobina,Dance Kobina,,,Jazz,UMG - Blue Note (US1A),00602455003065,0
50519,"WRUV 2/24/24, 5:01 AM",64581,Program Director,2024-02-24,5:19:24 AM,Total Refreshment Centre,Isa (feat. Noah Slee),Transmissions From Total Refreshment Centre,,,Jazz,UMG - Total Refreshment Centre/Blue Note Records,00602445364022,0
50520,"WRUV 2/24/24, 5:01 AM",64581,Program Director,2024-02-24,5:25:08 AM,Dom Flemons,It's Cold Inside,It's Cold Inside,,,Folk,ORCHARD - Smithsonian Folkways Recordings,0093075611950,0
50521,"WRUV 2/24/24, 5:01 AM",64581,Program Director,2024-02-24,5:29:36 AM,Kimi Djabaté,Mbembalu,Dindin,,,,Cumbancha,0853001008656,0
50522,"WRUV 2/24/24, 5:01 AM",64581,Program Director,2024-02-24,5:33:15 AM,José González,Visions,Visions,,,,WMG - Mute (Artist Intelligence),0724596105559,0
50523,"WRUV 2/24/24, 5:01 AM",64581,Program Director,2024-02-24,5:36:53 AM,Tony Allen,Don’t Believe The Dancers,Don’t Believe The Dancers,,,World,Jazz Is Dead,4062548048810,0
50524,"WRUV 2/24/24, 5:01 AM",64581,Program Director,2024-02-24,5:39:48 AM,beabadoobee,Glue Song (feat. Clairo),Glue Song (feat. Clairo),,,,Dirty Hit,0196922429101,0
50525,"WRUV 2/24/24, 5:01 AM",64581,Program Director,2024-02-24,5:41:53 AM,Fever Ray,Carbon Dioxide,Carbon Dioxide,,,,Mute (Artist Intelligence),5060236638625,0
50526,"WRUV 2/24/24, 5:01 AM",64581,Program Director,2024-02-24,5:46:07 AM,Tom Waits,Frank's Wild Years,Beautiful Maladies: The Island Years,,,Rock,UMG - Island Records,00731452451927,0
50527,"WRUV 2/24/24, 5:01 AM",64581,Program Director,2024-02-24,5:47:58 AM,Paul Simon,Can't Run But,The Rhythm Of The Saints (2011 Remaster),,,Rock,SME - Legacy Recordings,0886447210833,1
50528,"WRUV 2/24/24, 5:01 AM",64581,Program Director,2024-02-24,5:51:32 AM,Mike LeDonne,Bluesit,Heavy Hitters,,,Jazz,Cellar Live,0197187047185,0
50529,"WRUV 2/24/24, 5:01 AM",64581,Program Director,2024-02-24,5:59:03 AM,The Blaze,CLASH - Edit,CLASH,,,,BELIEVE - Animal63,3617055752890,0
50530,"WRUV 2/24/24, 6:03 AM",64581,Program Director,2024-02-24,6:03:23 AM,Damien Jurado,Allocate,Allocate,,,,Secretly Canadian,0656605036557,0
50531,"WRUV 2/24/24, 6:03 AM",64581,Program Director,2024-02-24,6:08:03 AM,"Elvis Costello, Burt Bacharach",Look Up Again,The Songs Of Bacharach & Costello - Super Deluxe,,,,UMe/Elvis Costello,,1
50532,"WRUV 2/24/24, 6:03 AM",64581,Program Director,2024-02-24,6:13:19 AM,Maajo,Balafon Compagnement,Water of Life,,,,MERLIN - WONDERWHEEL RECORDINGS,0674276822101,0
50533,"WRUV 2/24/24, 6:03 AM",64581,Program Director,2024-02-24,6:18:47 AM,Harold López-Nussa,Tumba la Timba,Timba a la Americana,,,Jazz,UMG - Blue Note Records,,0
50534,"WRUV 2/24/24, 6:03 AM",64581,Program Director,2024-02-24,6:23:53 AM,Fattie B,Good Heart Money,GUMBO,,,Hip Hop/Rap,Equal Eyes Records,0197272709226,0
50535,"WRUV 2/24/24, 6:03 AM",64581,Program Director,2024-02-24,6:27:56 AM,Joni Mitchell,Summertime,Joni Mitchell at Newport (Live),,,,Rhino (Pure),0603497832095,1
50536,"WRUV 2/24/24, 6:03 AM",64581,Program Director,2024-02-24,6:33:46 AM,Sampa the Great,Let Me Be Great [Feat. Angélique Kidjo],"As Above, So Below",,,,Loma Vista Recordings,00888072447660,0
50537,"WRUV 2/24/24, 6:03 AM",64581,Program Director,2024-02-24,6:37:38 AM,Verboten,Wonderland,Wonderland,,,Rock,Ghost Mountain Records,0197546314835,0
50538,"WRUV 2/24/24, 6:03 AM",64581,Program Director,2024-02-24,6:40:33 AM,Kokoroko,Home,Could We Be More,,,Jazz,WMG - Brownswood Recordings,5060180325343,0
50539,"WRUV 2/24/24, 6:03 AM",64581,Program Director,2024-02-24,6:42:37 AM,Franck Biyong,Njombi,Kunde,,,,BELIEVE - Akhetaton Records,3617051754041,0
50540,"WRUV 2/24/24, 6:03 AM",64581,Program Director,2024-02-24,6:53:08 AM,The Bilz,2step Bhangra (feat. so D & Kashif),The Bilz,,,,Bilz Music,0859713175150,0
50541,"WRUV 2/24/24, 6:03 AM",64581,Program Director,2024-02-24,6:57:03 AM,Harold López-Nussa,Tierra Mía,Timba a la Americana,,,Jazz,Blue Note Records,0602448875211,0
50542,The Garden with DJ Harvey,176439,DJ Harvey,2024-02-24,7:01:29 AM,OMA,Rapp Snitch Knishes (Live Instrumental) - Cover,Rapp Snitch Knishes (Live Instrumental) [Cover],,,Hip Hop/Rap,OMA,0717124819981,0
50543,The Garden with DJ Harvey,176439,DJ Harvey,2024-02-24,7:04:44 AM,JW Francis,Orbit,Orbit - Single,N,,Rock,Born Losers Records,197190760729,0
50544,The Garden with DJ Harvey,176439,DJ Harvey,2024-02-24,7:06:38 AM,Bleachers,Me Before You,Me Before You,N,,,Dirty Hit,0196922806049,0
50545,The Garden with DJ Harvey,176439,DJ Harvey,2024-02-24,7:09:52 AM,levitation room,Strange Weather,Strange Weather,N,,,Levitation / Greenway Records Courtesy of ONErpm,,0
50546,The Garden with DJ Harvey,176439,DJ Harvey,2024-02-24,7:12:20 AM,Chelsea Wolfe,Unseen World,She Reaches Out To She Reaches Out To She,N,,,Loma Vista Recordings,00888072569652,0
50547,The Garden with DJ Harvey,176439,DJ Harvey,2024-02-24,7:16:20 AM,Sam Fender,Mantra,Seventeen Going Under (Deluxe),,,,UMG - Polydor Records,00602438697106,0
